Store ID,Store Name,Street address,Unit,City,State,Zip code,Latitude,Longitude,Tags,Description,URL,Store Hours,Phone,Image,sl_email,sl_pages_url
1174,AA  Marthedal Co. Inc,1441 N. Thesta St,,Fresno,CA,93703,36.762119,-119.784122,heater repair,"Your 911 For Plumbing, Heating & A/C",http://aamart.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(559) 266-9525,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/aa-marthedal-co-inc/
1175,All Air Mechanical,5310 C Scotts Valley Dr,,Scotts Valley,CA,95066,37.057505,-122.009966,heater repair,One Call Gets it All Expert Quality Service,http://aamech.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(831) 438-5254,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/all-air-mechanical/
1178,A and I HVAC,2947 Glen Como Way,,San Jose,CA,95148,37.333595,-121.800274,heater repair,Remarkable Service. Remarkable Craftstmen,http://aandihvac.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 472-1366,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,info@thehvac.net,http://www.thehvac.net/member/a-and-i-hvac/
1179,A and A Plumbing,1030 E. El Camino Real Ste# 248,,Sunnyvale,CA,94087,37.3520159,-122.0058944,heater repair,"Your 911 For Plumbing, Heating & A/C",http://aaplumbing.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 738-8878,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/a-and-a-plumbing/
1182,Aaron's Heating and Air,1220 E. F Street,,Oakdale,CA,95361,37.770523,-120.837508,heater repair,Our comfort depends on your comfort,http://aarondixon.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(209) 847-1051,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/aarons-heating-and-air/
1183,Aaron's Heating and Air,811 River Avenue,,Oakdale,CA,95361,37.774429,-120.854869,heater repair,Don't Delay Call Today,http://aaronhe.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(209) 450-2713,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/aarons-heating-and-air-2/
1184,Aaron Heating  and A/C,113 West First Avenue,,La Habra,CA,90631,33.9310321,-117.9466736,heater repair,Your Comfort is Our Specialty,http://aaronheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(562) 941-0140,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/aaron-heating-and-ac/
1185,Aaron's Air,2673 Sirius St,,Thousand Oaks,CA,91360,34.216076,-118.875725,heater repair,Where Experts Fix Your Problems,http://aarons.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(805) 492-1730,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/aarons-air/
1187,ABC Air Conditioning and Heating,8553 Cayuga Avenue,,Sun Valley,CA,91352,34.225198,-118.386915,heater repair,When You Need an Expert,http://abcair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(805) 636-7734,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/abc-air-conditioning-and-heating/
1188,ABC Cooling and Heating,31845 Hayman Street,,Hayward,CA,94544,37.6076765,-122.0456007,heater repair,SOS Service and Installation,http://abccoo.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(510) 471-8181,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,info@thehvac.net,http://www.thehvac.net/member/abc-cooling-and-heating/
1189,ABC Heating and A/C,2282 Orchard Drive,,Newport Beach,CA,92660,33.6563019,-117.874486,heater repair,Specializing in Your Comfort Since 1968,http://abcheat.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(949) 756-0064,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/abc-heating-and-ac/
1191,ABCO Heat AC and SheetMetal,37429 Centralmont Place,,Fremont,CA,94536,37.5422776,-122.0173924,heater repair,Furnace Repair Service,http://abcoac.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(510) 792-4328,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/abco-heat-ac-and-sheetmetal/
1192,ABC,5055 Katrina Place,,Palmdale,CA,93552,34.565105,-118.038842,heater repair,Local Heating Specialist,http://abcpalmdale.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(661) 400-9522  Ext. 2000,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/abc/
1194,ABC Plumbing Heating and Air Cond,205 22nd St,,Sacramento,CA,958116,38.5842351,-121.4735807,heater repair,"Your 911 For Plumbing, Heating & A/C",http://abcplu.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(916) 448-0801,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/abc-plumbing-heating-and-air-cond/
1196,AB/JDD Plumbing and Htg,390 S White Rd,,San Jose,CA,95127,37.362691,-121.824574,heater repair,One Call Gets it All Expert Quality Service,http://abjdd.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 251-1820,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/abjdd-plumbing-and-htg/
1197,Able Air Conditioing,630 North Tustin Avenue S 540,,Orange,CA,92867,33.7786029,-117.8358481,heater repair,Remarkable Service. Remarkable Craftstmen,http://ableair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(714) 997-0890,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/able-air-conditioing/
1199,Abner's A/C and HTG,14163 Oro Grande Street,,Sylmar,CA,91342,34.312998,-118.441216,heater repair,"Your 911 For Plumbing, Heating & A/C",http://abners.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 367-9656,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/abners-ac-and-htg/
1200,Above All Heating and Air,3561 Oakleaf Drive,,San Jose,CA,95127,37.354068,-121.79617,heater repair,Most Respected Name in the Region,http://aboveheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 592-4132,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/above-all-heating-and-air/
1201,"Conquest Air, Inc.",708 North La Reina Street,,Anaheim,CA,92801,33.840757,-117.979752,heater repair,When You Need it Fast and You Need it Expert,http://absolu.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(714) 412-9591,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,info@thehvac.net,http://www.thehvac.net/member/conquest-air-inc/
1202,Absolute Air Inc.,817 Arnold Drive #8,,Martinez,CA,94553,37.997399,-122.115277,heater repair,Our comfort depends on your comfort,http://absoluteair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(925) 228-8490,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/absolute-air-inc/
1203,Academy Air Conditioning,6640 Rubio Ave,,Van Nuys,CA,91406,34.1916,-118.49485,heater repair,Don't Delay Call Today,http://academ.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 779-7701,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/academy-air-conditioning/
1204,AC by Mark,26853 Palacete Dr,,Valencia,CA,91354,34.4343519,-118.53685,heater repair,Your Comfort is Our Specialty,http://acbymark.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(661) 713-4954,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/ac-by-mark/
1205,Accurate Air,630 Eubanks Ct. Ste B,,Vacaville,CA,95688,38.3956114,-121.9618704,heater repair,Where Experts Fix Your Problems,http://acc.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(707) 446-9073,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/accurate-air/
1206,AC Care Inc,10404 De Soto Ave,,Chatsworth,CA,91311,34.259212,-118.587922,heater repair,When You Need an Expert,http://accare.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 407-1900,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/ac-care-inc/
1208,The Air Cond and Htg Co,1328 Blossom Hill Way,,Roseville,CA,95661,38.7424319,-121.2511908,heater repair,SOS Service and Installation,http://accaulfield.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(916) 789-8413,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/the-air-cond-and-htg-co/
1209,Accel Air,2809 Canyon Falls Drive,,Modesto,CA,95351,37.615543,-120.941723,heater repair,Specializing in Your Comfort Since 1968,http://accelair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(209) 380-5380,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/accel-air/
1210,Access Air Inc,39360 3rd Street East Ste.103,,Palmdale,CA,93550,34.597453,-118.125169,heater repair,"Your 911 For Plumbing, Heating & A/C",http://access.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(661) 273-1223,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/access-air-inc/
1211,ACCO Engineered Systems,6265 San Fernando Road,,Glendale,CA,91201,34.1629905,-118.2935891,heater repair,One Call Gets it All Expert Quality Service,http://accoen.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 244-6571,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,info@thehvac.net,http://www.thehvac.net/member/acco-engineered-systems/
1213,A/C Control Inc,2355 Westwood Blvd #145,,Los Angeles,CA,90064,34.0412007,-118.4296529,heater repair,Remarkable Service. Remarkable Craftstmen,http://accon.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(310) 909-4814,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/ac-control-inc/
1215,A/C Control Inc.,9610 Rudnick Ave,,Chatsworth,CA,91311,34.244781,-118.612238,heater repair,"Your 911 For Plumbing, Heating & A/C",http://accont.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 232-1506,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/ac-control-inc-2/
1216,A.C. Cool,1018 West Collins,,Orange,CA,92867,33.8023919,-117.8633233,heater repair,Most Respected Name in the Region,http://accool.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(949) 720-3938,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/a-c-cool/
1217,Accurate Comfort Sys Inc,2750 South Santa Fe Ave,,San Marcos,CA,92069,33.1590029,-117.2015673,heater repair,When You Need it Fast and You Need it Expert,http://accosy.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(760) 727-4152,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/accurate-comfort-sys-inc/
1218,Accurate Climate Control,8467 Canoga Ave,,Canoga Park,CA,91304,34.2240574,-118.5976985,heater repair,Our comfort depends on your comfort,http://accurate.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 983-0808,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/accurate-climate-control/
1219,AC Dave Heating and Air,16138 Spunky Canyon Road,,Green Valley,CA,91390,34.620827,-118.414081,heater repair,Don't Delay Call Today,http://acdave.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(661) 270-1961,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/ac-dave-heating-and-air/
1222,Ace Air Inc.,137 Heron  Way,,Merced,CA,95341,37.2847852,-120.5214773,heater repair,Your Comfort is Our Specialty,http://aceair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(209) 722-2200,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/ace-air-inc/
1223,Ace Heating and A/C&#44; Inc.,1754 Leslie St,,San Mateo,CA,94402,37.552802,-122.31033,heater repair,Where Experts Fix Your Problems,http://acehea.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(650) 571-6236,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/ace-heating-and-ac-inc/
1225,Air Conditioning Heating and Plumbing Services,2500 East Imperial HWY# 201-374,,Brea,CA,92821,33.9099518,-117.8652861,heater repair,When You Need an Expert,http://achp.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(714) 993-2247,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,info@thehvac.net,http://www.thehvac.net/member/air-conditioning-heating-and-plumbing-services/
1226,ACMD,17168 Septo St.,,Northridge,CA,91325,34.250962,-118.507571,heater repair,SOS Service and Installation,http://acmd.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 448-4952,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/acmd/
1244,"ACME Environmental, Inc.",12706 Yukon Avenue,,Hawthorne,CA,90250,33.9172597,-118.3352472,heater repair,Specializing in Your Comfort Since 1968,http://acme.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(310) 679-3700,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/acme-environmental-inc/
1245,AC and Htg Mechanical Mast,9018 Balboa Blvd,,Northridge,CA,91325,34.2343913,-118.5025291,heater repair,"Your 911 For Plumbing, Heating & A/C",http://acmech.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 718-1614,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/ac-and-htg-mechanical-mast-2/
1248,A/C and Htg Mechanical Mast,9018 Balboa Blvd. #578,, Northridge ,CA,91325,34.2343913,-118.5025291,heater repair,One Call Gets it All Expert Quality Service,http://acmech3.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 718-1614,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/ac-and-htg-mechanical-mast/
1249,AC  Norton Heating,21371 Fleet Lane,,Huntington Beach,Ca,92646,33.652049,-117.965862,heater repair,Remarkable Service. Remarkable Craftstmen,http://acnorton.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(949) 355-2473,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/ac-norton-heating/
1253,A/C Quality Distributors,431 West Amador,,Fresno,CA,93706,36.7348481,-119.8170317,heater repair,"Your 911 For Plumbing, Heating & A/C",http://acqual.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(559) 459-0100,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/ac-quality-distributors/
1254,A C Perfections Air Cond,8780 19th St #103,,Alta Loma,CA,91701,35.126501,-115.401472,heater repair,Most Respected Name in the Region,http://acreng.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(909) 466-0203,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/a-c-perfections-air-cond/
1255,A C S,13224 Community St,,Sun Valley,CA,91352,34.223033,-118.421178,heater repair,When You Need it Fast and You Need it Expert,http://acs.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 535-8975,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/a-c-s/
1259,Air Conditioning System,1073 Elm Street,,San Jose,CA,95126,37.345824,-121.92414,heater repair,Our comfort depends on your comfort,http://acsyst.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 248-7892,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,info@thehvac.net,http://www.thehvac.net/member/air-conditioning-system/
1260,Air Conditioning Systems,5151-C Port Chicago Hwy,,Concord,CA,94520,38.018188,-122.02709,heater repair,Don't Delay Call Today,http://acsystems.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(925) 676-2103,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/air-conditioning-systems/
1262,Action Air Control,1772 East Goshen Avenue,,Fresno,CA,93720,36.850719,-119.751185,heater repair,Your Comfort is Our Specialty,http://actionair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(559) 367-9894,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/action-air-control/
1263,Active Appliance Inc,6736 Van Nuys Blvd,,Van Nuys,CA,91405,34.193297,-118.448207,heater repair,Where Experts Fix Your Problems,http://active.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 778-1999,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/active-appliance-inc/
1264,Active Air,3342 W. Sussex Way,,Fresno,CA,93722,36.7909914,-119.8518589,heater repair,When You Need an Expert,http://activeair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(559) 264-3173,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/active-air/
1267,A/D Air Condit. and Htg Inc,16143 Valerio Street,,Van Nuys,CA,91406,34.2048239,-118.485194,heater repair,SOS Service and Installation,http://adair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 780-8288,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/ad-air-condit-and-htg-inc/
1268,Adam Air Conditioning Inc,1310 N. Pacific Ave,,Glendale,CA,91202,34.164761,-118.264829,heater repair,Specializing in Your Comfort Since 1968,http://adamair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 438-2522,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/adam-air-conditioning-inc/
1270,Advanced Aire Systems Inc,400 Peeble Ave Ste E,,Morgan Hill,CA,95037,37.152927,-121.665233,heater repair,"Your 911 For Plumbing, Heating & A/C",http://advair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 778-9200,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/advanced-aire-systems-inc/
1271,Advanced Air,218 Reindollar Ave Ste 5A,,Marina,CA,93933,36.680035,-121.8044593,heater repair,One Call Gets it All Expert Quality Service,http://advan.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(831) 384-1988,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/advanced-air/
1272,Advanced A/C and Heating Co,605 W Covina Blvd,,San Dimas,CA,91773,34.099788,-117.8165973,heater repair,Remarkable Service. Remarkable Craftstmen,http://advanc.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(909) 592-5733,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,info@thehvac.net,http://www.thehvac.net/member/advanced-ac-and-heating-co/
1273,Advance Heating and Cooling,457 Shepard Ave,,Hayward,CA,94544,37.638235,-122.072367,heater repair,Your 911 For Plumbing&#44; Heating &amp; A/C,http://advance.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(510) 776-4372,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/advance-heating-and-cooling/
1274,Advanced Heating and Air Conditioning,4721 West Jennifer Suite 18,,Fresno,CA,93722,36.811256,-119.878826,heater repair,Most Respected Name in the Region,http://advancedheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(559) 438-0123,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/advanced-heating-and-air-conditioning/
1275,Advanced Heating and Air Cond,13161 B- Sherman Way,,North Hollywood,CA,91605,34.1940808,-118.3644967,heater repair,When You Need it Fast and You Need it Expert,http://advancestuart.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 503-9200,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/advanced-heating-and-air-cond/
1276,Able Air,1751 Christine Ave,,Simi Valley,CA,93063,34.269251,-118.669749,heater repair,Our comfort depends on your comfort,http://advant.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(805) 527-5238,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/able-air/
